Time,P634A,P634B,P634C,Q634A,Q634B,Q634C,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,Ptotal
667,0.685021806,2.336690337,2.262421911,0.626707125,3.986618478,2.138112292,0.528121647,0.875304098,3.186151345,0.489503443,1.079919024,1.864150037,7.662059373,7.662059373,0.1,0.599136019,0.239654407,0.438617028,0.239654407,0.282229668,0.239654407,0.282229668,0.239654407,0.599136019,0.239654407,0.438617028,0.239654407,0.282229668,0.239654407,0.282229668,0.239654407,0.599136019,0.239654407,0.438617028,0.239654407,0.282229668,0.239654407,0.282229668,0.239654407,0.599136019,0.239654407,0.438617028,0.239654407,0.282229668,0.239654407,0.282229668,0.239654407,0.199684181,0.199684181,0.199684181,0.199349685,37.40617876
668,0.781448079,2.049799752,2.262283411,0.616800019,4.343598042,2.138503542,0.497662582,0.769110895,3.186250095,0.45180487,1.148948757,1.864050537,7.664559373,7.664559373,0.1,0.599167119,0.239666847,0.438636728,0.239666847,0.282244318,0.239666847,0.282244318,0.239666847,0.599167119,0.239666847,0.438636728,0.239666847,0.282244318,0.239666847,0.282244318,0.239666847,0.599167119,0.239666847,0.438636728,0.239666847,0.282244318,0.239666847,0.282244318,0.239666847,0.599167119,0.239666847,0.438636728,0.239666847,0.282244318,0.239666847,0.282244318,0.239666847,0.199685194,0.199685194,0.199685194,0.199350695,37.43030952
669,0.91900909,2.021381444,2.262144911,0.568799465,4.734377974,2.138894792,0.463230503,0.806692588,3.186348845,0.449239778,1.233417261,1.863951037,7.667059373,7.667059373,0.1,0.599198219,0.239679287,0.438656428,0.239679287,0.282258968,0.239679287,0.282258968,0.239679287,0.599198219,0.239679287,0.438656428,0.239679287,0.282258968,0.239679287,0.282258968,0.239679287,0.599198219,0.239679287,0.438656428,0.239679287,0.282258968,0.239679287,0.282258968,0.239679287,0.599198219,0.239679287,0.438656428,0.239679287,0.282258968,0.239679287,0.282258968,0.239679287,0.199686206,0.199686206,0.199686206,0.199351706,37.48864204
670,0.973666005,2.16926259,2.262006411,0.550873725,4.667393498,2.139286042,0.474444889,0.907078064,3.186447595,0.464899465,1.252388199,1.863851537,7.669559373,7.669559373,0.1,0.599229319,0.239691727,0.438676128,0.239691727,0.282273618,0.239691727,0.282273618,0.239691727,0.599229319,0.239691727,0.438676128,0.239691727,0.282273618,0.239691727,0.282273618,0.239691727,0.599229319,0.239691727,0.438676128,0.239691727,0.282273618,0.239691727,0.282273618,0.239691727,0.599229319,0.239691727,0.438676128,0.239691727,0.282273618,0.239691727,0.282273618,0.239691727,0.199687219,0.199687219,0.199687219,0.199352716,37.55801651
671,0.946546227,2.096536105,2.261867911,0.565315473,4.042681914,2.139677292,0.531760266,1.040171273,3.186546345,0.48110894,1.227320367,1.863752037,7.672059373,7.672059373,0.1,0.599260419,0.239704167,0.438695828,0.239704167,0.282288268,0.239704167,0.282288268,0.239704167,0.599260419,0.239704167,0.438695828,0.239704167,0.282288268,0.239704167,0.282288268,0.239704167,0.599260419,0.239704167,0.438695828,0.239704167,0.282288268,0.239704167,0.282288268,0.239704167,0.599260419,0.239704167,0.438695828,0.239704167,0.282288268,0.239704167,0.282288268,0.239704167,0.199688231,0.199688231,0.199688231,0.199353726,37.62463257
672,0.905372596,1.899055835,2.261729411,0.56000652,3.424272413,2.140068542,0.568479683,1.167661509,3.186645095,0.516277153,1.2343708,1.863652537,7.674559373,7.674559373,0.1,0.599291519,0.239716607,0.438715528,0.239716607,0.282302918,0.239716607,0.282302918,0.239716607,0.599291519,0.239716607,0.438715528,0.239716607,0.282302918,0.239716607,0.282302918,0.239716607,0.599291519,0.239716607,0.438715528,0.239716607,0.282302918,0.239716607,0.282302918,0.239716607,0.599291519,0.239716607,0.438715528,0.239716607,0.282302918,0.239716607,0.282302918,0.239716607,0.199689244,0.199689244,0.199689244,0.199354737,37.65580684
673,0.890879754,2.05546662,2.261590911,0.524096122,3.399858818,2.140459792,0.553045556,1.216499297,3.186743845,0.559349158,1.243149512,1.863553037,7.677059373,7.677059373,0.1,0.599322619,0.239729047,0.438735228,0.239729047,0.282317568,0.239729047,0.282317568,0.239729047,0.599322619,0.239729047,0.438735228,0.239729047,0.282317568,0.239729047,0.282317568,0.239729047,0.599322619,0.239729047,0.438735228,0.239729047,0.282317568,0.239729047,0.282317568,0.239729047,0.599322619,0.239729047,0.438735228,0.239729047,0.282317568,0.239729047,0.282317568,0.239729047,0.199690256,0.199690256,0.199690256,0.199355747,37.63881071
674,0.889303403,2.298849577,2.261452411,0.484479584,3.774415995,2.140851042,0.523982191,1.217622361,3.186842595,0.583748947,1.214121014,1.863453537,7.679559373,7.679559373,0.1,0.599353719,0.239741487,0.438754928,0.239741487,0.282332218,0.239741487,0.282332218,0.239741487,0.599353719,0.239741487,0.438754928,0.239741487,0.282332218,0.239741487,0.282332218,0.239741487,0.599353719,0.239741487,0.438754928,0.239741487,0.282332218,0.239741487,0.282332218,0.239741487,0.599353719,0.239741487,0.438754928,0.239741487,0.282332218,0.239741487,0.282332218,0.239741487,0.199691268,0.199691268,0.199691268,0.199356757,37.59872348
675,0.85840477,2.275950127,2.261313911,0.476553603,3.841634011,2.141242292,0.501937059,1.176243059,3.186941345,0.577869184,1.14952711,1.863354037,7.682059373,7.682059373,0.1,0.599384819,0.239753927,0.438774628,0.239753927,0.282346868,0.239753927,0.282346868,0.239753927,0.599384819,0.239753927,0.438774628,0.239753927,0.282346868,0.239753927,0.282346868,0.239753927,0.599384819,0.239753927,0.438774628,0.239753927,0.282346868,0.239753927,0.282346868,0.239753927,0.599384819,0.239753927,0.438774628,0.239753927,0.282346868,0.239753927,0.282346868,0.239753927,0.199692281,0.199692281,0.199692281,0.199357767,37.5377432
676,0.831409776,2.152021648,2.261175411,0.509770273,3.507645686,2.141633542,0.479110974,1.119485599,3.187040095,0.536753508,1.060530595,1.863254537,7.684559373,7.684559373,0.1,0.599415919,0.239766367,0.438794328,0.239766367,0.282361518,0.239766367,0.282361518,0.239766367,0.599415919,0.239766367,0.438794328,0.239766367,0.282361518,0.239766367,0.282361518,0.239766367,0.599415919,0.239766367,0.438794328,0.239766367,0.282361518,0.239766367,0.282361518,0.239766367,0.599415919,0.239766367,0.438794328,0.239766367,0.282361518,0.239766367,0.282361518,0.239766367,0.199693293,0.199693293,0.199693293,0.199358777,37.48579234
677,0.841829224,2.027448294,2.261036911,0.552629802,3.274108558,2.142024792,0.496188463,1.125842658,3.187138845,0.505710658,1.016404044,1.863155037,7.687059373,7.687059373,0.1,0.599447019,0.239778807,0.438814028,0.239778807,0.282376168,0.239778807,0.282376168,0.239778807,0.599447019,0.239778807,0.438814028,0.239778807,0.282376168,0.239778807,0.282376168,0.239778807,0.599447019,0.239778807,0.438814028,0.239778807,0.282376168,0.239778807,0.282376168,0.239778807,0.599447019,0.239778807,0.438814028,0.239778807,0.282376168,0.239778807,0.282376168,0.239778807,0.199694305,0.199694305,0.199694305,0.199359787,37.53087519
678,0.839476486,2.003640233,2.260898411,0.584770108,3.241020904,2.142416042,0.557402892,1.106494155,3.187237595,0.510253141,1.047158404,1.863055537,7.689559373,7.689559373,0.1,0.599478119,0.239791247,0.438833728,0.239791247,0.282390818,0.239791247,0.282390818,0.239791247,0.599478119,0.239791247,0.438833728,0.239791247,0.282390818,0.239791247,0.282390818,0.239791247,0.599478119,0.239791247,0.438833728,0.239791247,0.282390818,0.239791247,0.282390818,0.239791247,0.599478119,0.239791247,0.438833728,0.239791247,0.282390818,0.239791247,0.282390818,0.239791247,0.199695317,0.199695317,0.199695317,0.199360797,37.6321889
