Time,P634A,P634B,P634C,Q634A,Q634B,Q634C,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,Ptotal
22,0.640419692,2.338155894,2.22972793,0.462708863,3.832388002,2.441951738,0.473544448,1.358458091,2.784575929,0.585529378,1.078279306,1.794944921,3.396474516,3.396474516,0.1,0.561033036,0.224413214,0.39243789,0.224413214,0.264280835,0.224413214,0.264280835,0.224413214,0.561033036,0.224413214,0.39243789,0.224413214,0.264280835,0.224413214,0.264280835,0.224413214,0.561033036,0.224413214,0.39243789,0.224413214,0.264280835,0.224413214,0.264280835,0.224413214,0.561033036,0.224413214,0.39243789,0.224413214,0.264280835,0.224413214,0.264280835,0.224413214,0.198224597,0.198224597,0.198224597,0.197889974,27.78644845
23,0.651322804,2.580036899,2.23042046,0.438592047,3.40174502,2.438821603,0.572416295,1.373135916,2.785563472,0.579880364,1.046060863,1.79514393,3.416475381,3.416475381,0.1,0.561095238,0.224438095,0.392359087,0.224438095,0.264310136,0.224438095,0.264310136,0.224438095,0.561095238,0.224438095,0.392359087,0.224438095,0.264310136,0.224438095,0.264310136,0.224438095,0.561095238,0.224438095,0.392359087,0.224438095,0.264310136,0.224438095,0.264310136,0.224438095,0.561095238,0.224438095,0.392359087,0.224438095,0.264310136,0.224438095,0.264310136,0.224438095,0.198225775,0.198225775,0.198225775,0.197891134,27.90576992
24,0.638371816,2.738291946,2.231112969,0.412736686,2.909087469,2.435691564,0.609819994,1.259369764,2.786550984,0.526238583,1.04585707,1.795342933,3.43647563,3.43647563,0.1,0.561157439,0.224462976,0.392280286,0.224462976,0.264339437,0.224462976,0.264339437,0.224462976,0.561157439,0.224462976,0.392280286,0.224462976,0.264339437,0.224462976,0.264339437,0.224462976,0.561157439,0.224462976,0.392280286,0.224462976,0.264339437,0.224462976,0.264339437,0.224462976,0.561157439,0.224462976,0.392280286,0.224462976,0.264339437,0.224462976,0.264339437,0.224462976,0.198226954,0.198226954,0.198226954,0.197892293,27.89003663
25,0.628133873,2.826914667,2.231805466,0.38666223,2.490261919,2.432561575,0.533527647,1.136928227,2.787538481,0.481897296,1.071143979,1.795541932,3.456475558,3.456475558,0.1,0.561219639,0.224487856,0.392201486,0.224487856,0.264368737,0.224487856,0.264368737,0.224487856,0.561219639,0.224487856,0.392201486,0.224487856,0.264368737,0.224487856,0.264368737,0.224487856,0.561219639,0.224487856,0.392201486,0.224487856,0.264368737,0.224487856,0.264368737,0.224487856,0.561219639,0.224487856,0.392201486,0.224487856,0.264368737,0.224487856,0.264368737,0.224487856,0.198228133,0.198228133,0.198228133,0.197893452,27.77240112
26,0.621809512,2.728287385,2.23249796,0.395945194,2.611588396,2.429431604,0.436333092,1.160425084,2.788525972,0.474184189,1.106427814,1.79574093,3.476475373,3.476475373,0.1,0.561281838,0.224512735,0.392122687,0.224512735,0.264398036,0.224512735,0.264398036,0.224512735,0.561281838,0.224512735,0.392122687,0.224512735,0.264398036,0.224512735,0.264398036,0.224512735,0.561281838,0.224512735,0.392122687,0.224512735,0.264398036,0.224512735,0.264398036,0.224512735,0.561281838,0.224512735,0.392122687,0.224512735,0.264398036,0.224512735,0.264398036,0.224512735,0.198229311,0.198229311,0.198229311,0.197894612,27.70976236
27,0.608714463,2.421232553,2.233190453,0.444425498,3.407181626,2.426301633,0.403031174,1.199943494,2.789513463,0.494814634,1.156497687,1.795939928,3.496475191,3.496475191,0.1,0.561344038,0.224537615,0.392043888,0.224537615,0.264427336,0.224537615,0.264427336,0.224537615,0.561344038,0.224537615,0.392043888,0.224537615,0.264427336,0.224537615,0.264427336,0.224537615,0.561344038,0.224537615,0.392043888,0.224537615,0.264427336,0.224537615,0.264427336,0.224537615,0.561344038,0.224537615,0.392043888,0.224537615,0.264427336,0.224537615,0.264427336,0.224537615,0.19823049,0.19823049,0.19823049,0.197895771,27.77178645
28,0.620850276,1.988296215,2.233882949,0.483546348,4.392181141,2.423171653,0.435285557,1.146591572,2.790500956,0.54179688,1.29237456,1.796138927,3.51647506,3.51647506,0.1,0.561406237,0.224562495,0.391965088,0.224562495,0.264456636,0.224562495,0.264456636,0.224562495,0.561406237,0.224562495,0.391965088,0.224562495,0.264456636,0.224562495,0.264456636,0.224562495,0.561406237,0.224562495,0.391965088,0.224562495,0.264456636,0.224562495,0.264456636,0.224562495,0.561406237,0.224562495,0.391965088,0.224562495,0.264456636,0.224562495,0.264456636,0.224562495,0.198231668,0.198231668,0.198231668,0.19789693,27.94159015
29,0.664335235,1.600409858,2.234575446,0.489411095,5.116768993,2.420041665,0.492342574,1.085288443,2.791488452,0.584836621,1.377737572,1.796337926,3.536474984,3.536474984,0.1,0.561468437,0.224587375,0.391886289,0.224587375,0.264485936,0.224587375,0.264485936,0.224587375,0.561468437,0.224587375,0.391886289,0.224587375,0.264485936,0.224587375,0.264485936,0.224587375,0.561468437,0.224587375,0.391886289,0.224587375,0.264485936,0.224587375,0.264485936,0.224587375,0.561468437,0.224587375,0.391886289,0.224587375,0.264485936,0.224587375,0.264485936,0.224587375,0.198232847,0.198232847,0.198232847,0.197898089,28.13034712
30,0.701958008,1.448361111,2.235267945,0.48279969,5.422253363,2.41691167,0.525831287,1.043674831,2.792475951,0.571640014,1.315219245,1.796536926,3.556474953,3.556474953,0.1,0.561530637,0.224612255,0.391807489,0.224612255,0.264515236,0.224612255,0.264515236,0.224612255,0.561530637,0.224612255,0.391807489,0.224612255,0.264515236,0.224612255,0.264515236,0.224612255,0.561530637,0.224612255,0.391807489,0.224612255,0.264515236,0.224612255,0.264515236,0.224612255,0.561530637,0.224612255,0.391807489,0.224612255,0.264515236,0.224612255,0.264515236,0.224612255,0.198234025,0.198234025,0.198234025,0.197899248,28.2209612
31,0.698602934,1.454647667,2.235960445,0.477580169,5.303895871,2.413781671,0.516716869,0.983611087,2.793463451,0.516468134,1.234872511,1.796735926,3.576474947,3.576474947,0.1,0.561592837,0.224637135,0.391728689,0.224637135,0.264544536,0.224637135,0.264544536,0.224637135,0.561592837,0.224637135,0.391728689,0.224637135,0.264544536,0.224637135,0.264544536,0.224637135,0.561592837,0.224637135,0.391728689,0.224637135,0.264544536,0.224637135,0.264544536,0.224637135,0.561592837,0.224637135,0.391728689,0.224637135,0.264544536,0.224637135,0.264544536,0.224637135,0.198235204,0.198235204,0.198235204,0.197900407,28.18741095
32,0.69138978,1.431099737,2.236652945,0.487022727,4.798108341,2.41065167,0.476313186,0.941143303,2.794450951,0.457259835,1.136778854,1.796934926,3.596474955,3.596474955,0.1,0.561655037,0.224662015,0.391649889,0.224662015,0.264573836,0.224662015,0.264573836,0.224662015,0.561655037,0.224662015,0.391649889,0.224662015,0.264573836,0.224662015,0.264573836,0.224662015,0.561655037,0.224662015,0.391649889,0.224662015,0.264573836,0.224662015,0.264573836,0.224662015,0.561655037,0.224662015,0.391649889,0.224662015,0.264573836,0.224662015,0.264573836,0.224662015,0.198236382,0.198236382,0.198236382,0.197901566,28.12933905
33,0.729523009,1.324994552,2.237345446,0.508506142,4.173125451,2.407521668,0.441549042,0.946093707,2.795438451,0.389880948,1.058219251,1.797133926,3.616474965,3.616474965,0.1,0.561717237,0.224686895,0.391571089,0.224686895,0.264603136,0.224686895,0.264603136,0.224686895,0.561717237,0.224686895,0.391571089,0.224686895,0.264603136,0.224686895,0.264603136,0.224686895,0.561717237,0.224686895,0.391571089,0.224686895,0.264603136,0.224686895,0.264603136,0.224686895,0.561717237,0.224686895,0.391571089,0.224686895,0.264603136,0.224686895,0.264603136,0.224686895,0.19823756,0.19823756,0.19823756,0.197902725,28.12612334
34,0.762665381,1.223932773,2.238037946,0.48993209,3.91411434,2.404391667,0.448822539,1.019301319,2.796425952,0.348498167,1.085223226,1.797332926,3.636474974,3.636474974,0.1,0.561779437,0.224711775,0.391492289,0.224711775,0.264632436,0.224711775,0.264632436,0.224711775,0.561779437,0.224711775,0.391492289,0.224711775,0.264632436,0.224711775,0.264632436,0.224711775,0.561779437,0.224711775,0.391492289,0.224711775,0.264632436,0.224711775,0.264632436,0.224711775,0.561779437,0.224711775,0.391492289,0.224711775,0.264632436,0.224711775,0.264632436,0.224711775,0.198238738,0.198238738,0.198238738,0.197903884,28.14589306
35,0.769476087,1.170088358,2.238730446,0.454784611,4.1468506,2.401261666,0.48582652,1.126620348,2.797413452,0.367630778,1.1347505,1.797531926,3.65647498,3.65647498,0.1,0.561841637,0.224736655,0.391413489,0.224736655,0.264661736,0.224736655,0.264661736,0.224736655,0.561841637,0.224736655,0.391413489,0.224736655,0.264661736,0.224736655,0.264661736,0.224736655,0.561841637,0.224736655,0.391413489,0.224736655,0.264661736,0.224736655,0.264661736,0.224736655,0.561841637,0.224736655,0.391413489,0.224736655,0.264661736,0.224736655,0.264661736,0.224736655,0.198239916,0.198239916,0.198239916,0.197905043,28.21300355
36,0.799080599,1.22084063,2.239422946,0.437799119,4.281544457,2.398131665,0.493734541,1.184775453,2.798400952,0.406913145,1.137664163,1.797730926,3.676474983,3.676474983,0.1,0.561903837,0.224761535,0.391334689,0.224761535,0.264691036,0.224761535,0.264691036,0.224761535,0.561903837,0.224761535,0.391334689,0.224761535,0.264691036,0.224761535,0.264691036,0.224761535,0.561903837,0.224761535,0.391334689,0.224761535,0.264691036,0.224761535,0.264691036,0.224761535,0.561903837,0.224761535,0.391334689,0.224761535,0.264691036,0.224761535,0.264691036,0.224761535,0.198241094,0.198241094,0.198241094,0.197906201,28.31212362
37,0.823213508,1.400293638,2.240115446,0.412147345,3.992887747,2.395001665,0.455964829,1.206749051,2.799388452,0.441230641,1.092680302,1.797929926,3.696474984,3.696474984,0.1,0.561966037,0.224786415,0.391255889,0.224786415,0.264720336,0.224786415,0.264720336,0.224786415,0.561966037,0.224786415,0.391255889,0.224786415,0.264720336,0.224786415,0.264720336,0.224786415,0.561966037,0.224786415,0.391255889,0.224786415,0.264720336,0.224786415,0.264720336,0.224786415,0.561966037,0.224786415,0.391255889,0.224786415,0.264720336,0.224786415,0.264720336,0.224786415,0.198242272,0.198242272,0.198242272,0.19790736,28.3464632
38,0.821460163,1.691095012,2.240807946,0.424371333,3.733923206,2.391871665,0.441596467,1.187890961,2.800375952,0.463716978,1.043880497,1.798128926,3.716474984,3.716474984,0.1,0.562028237,0.224811295,0.391177089,0.224811295,0.264749636,0.224811295,0.264749636,0.224811295,0.562028237,0.224811295,0.391177089,0.224811295,0.264749636,0.224811295,0.264749636,0.224811295,0.562028237,0.224811295,0.391177089,0.224811295,0.264749636,0.224811295,0.264749636,0.224811295,0.562028237,0.224811295,0.391177089,0.224811295,0.264749636,0.224811295,0.264749636,0.224811295,0.19824345,0.19824345,0.19824345,0.197908519,28.40436248
39,0.79708064,2.065038737,2.241500446,0.488018432,3.647600613,2.388741665,0.491377991,1.115428931,2.801363452,0.464774721,1.039481674,1.798327926,3.736474983,3.736474983,0.1,0.562090437,0.224836175,0.391098289,0.224836175,0.264778936,0.224836175,0.264778936,0.224836175,0.562090437,0.224836175,0.391098289,0.224836175,0.264778936,0.224836175,0.264778936,0.224836175,0.562090437,0.224836175,0.391098289,0.224836175,0.264778936,0.224836175,0.264778936,0.224836175,0.562090437,0.224836175,0.391098289,0.224836175,0.264778936,0.224836175,0.264778936,0.224836175,0.198244628,0.198244628,0.198244628,0.197909677,28.53377998
40,0.767990741,2.263941353,2.242192946,0.543272558,3.634511686,2.385611665,0.542979098,1.020565093,2.802350952,0.4738683,1.033252772,1.798526926,3.756474983,3.756474983,0.1,0.562152637,0.224861055,0.391019489,0.224861055,0.264808236,0.224861055,0.264808236,0.224861055,0.562152637,0.224861055,0.391019489,0.224861055,0.264808236,0.224861055,0.264808236,0.224861055,0.562152637,0.224861055,0.391019489,0.224861055,0.264808236,0.224861055,0.264808236,0.224861055,0.562152637,0.224861055,0.391019489,0.224861055,0.264808236,0.224861055,0.264808236,0.224861055,0.198245805,0.198245805,0.198245805,0.197910836,28.65994955
41,0.833279617,2.187013634,2.242885446,0.573363607,3.639842986,2.382481665,0.527699996,0.954411203,2.803338452,0.498586781,1.043107482,1.798725926,3.776474982,3.776474982,0.1,0.562214837,0.224885935,0.390940689,0.224885935,0.264837536,0.224885935,0.264837536,0.224885935,0.562214837,0.224885935,0.390940689,0.224885935,0.264837536,0.224885935,0.264837536,0.224885935,0.562214837,0.224885935,0.390940689,0.224885935,0.264837536,0.224885935,0.264837536,0.224885935,0.562214837,0.224885935,0.390940689,0.224885935,0.264837536,0.224885935,0.264837536,0.224885935,0.198246983,0.198246983,0.198246983,0.197911994,28.80407952
42,0.953557547,1.993865752,2.243577946,0.572997059,3.35956945,2.379351665,0.482948094,0.983400838,2.804325952,0.509898296,1.129118116,1.798924926,3.796474982,3.796474982,0.1,0.562277037,0.224910815,0.390861889,0.224910815,0.264866836,0.224910815,0.264866836,0.224910815,0.562277037,0.224910815,0.390861889,0.224910815,0.264866836,0.224910815,0.264866836,0.224910815,0.562277037,0.224910815,0.390861889,0.224910815,0.264866836,0.224910815,0.264866836,0.224910815,0.562277037,0.224910815,0.390861889,0.224910815,0.264866836,0.224910815,0.264866836,0.224910815,0.198248161,0.198248161,0.198248161,0.197913152,28.92986117
43,1.014559557,1.880839982,2.244270446,0.53043505,2.895738244,2.376221665,0.468614273,1.029554498,2.805313452,0.493541804,1.255372332,1.799123926,3.816474982,3.816474982,0.1,0.562339237,0.224935695,0.390783089,0.224935695,0.264896136,0.224935695,0.264896136,0.224935695,0.562339237,0.224935695,0.390783089,0.224935695,0.264896136,0.224935695,0.264896136,0.224935695,0.562339237,0.224935695,0.390783089,0.224935695,0.264896136,0.224935695,0.264896136,0.224935695,0.562339237,0.224935695,0.390783089,0.224935695,0.264896136,0.224935695,0.264896136,0.224935695,0.198249338,0.198249338,0.198249338,0.197914311,28.95692152
44,1.026016167,1.908557456,2.244962946,0.480811237,2.692880475,2.373091665,0.466141165,1.022126799,2.806300952,0.462692272,1.333252106,1.799322926,3.836474982,3.836474982,0.1,0.562401437,0.224960575,0.390704289,0.224960575,0.264925436,0.224960575,0.264925436,0.224960575,0.562401437,0.224960575,0.390704289,0.224960575,0.264925436,0.224960575,0.264925436,0.224960575,0.562401437,0.224960575,0.390704289,0.224960575,0.264925436,0.224960575,0.264925436,0.224960575,0.562401437,0.224960575,0.390704289,0.224960575,0.264925436,0.224960575,0.264925436,0.224960575,0.198250516,0.198250516,0.198250516,0.197915469,28.92474233
45,0.993114402,1.843851994,2.245655446,0.46770649,2.921347295,2.369961665,0.447259724,1.066968419,2.807288452,0.439599508,1.333581539,1.799521926,3.856474982,3.856474982,0.1,0.562463637,0.224985455,0.390625489,0.224985455,0.264954736,0.224985455,0.264954736,0.224985455,0.562463637,0.224985455,0.390625489,0.224985455,0.264954736,0.224985455,0.264954736,0.224985455,0.562463637,0.224985455,0.390625489,0.224985455,0.264954736,0.224985455,0.264954736,0.224985455,0.562463637,0.224985455,0.390625489,0.224985455,0.264954736,0.224985455,0.264954736,0.224985455,0.198251693,0.198251693,0.198251693,0.197916627,28.87607228
46,0.892733369,1.761841887,2.246347946,0.467318802,3.278830354,2.366831665,0.420247385,1.227556965,2.808275952,0.420348888,1.284708295,1.799720926,3.876474982,3.876474982,0.1,0.562525837,0.225010335,0.390546689,0.225010335,0.264984036,0.225010335,0.264984036,0.225010335,0.562525837,0.225010335,0.390546689,0.225010335,0.264984036,0.225010335,0.264984036,0.225010335,0.562525837,0.225010335,0.390546689,0.225010335,0.264984036,0.225010335,0.264984036,0.225010335,0.562525837,0.225010335,0.390546689,0.225010335,0.264984036,0.225010335,0.264984036,0.225010335,0.198252871,0.198252871,0.198252871,0.197917785,28.76835126
47,0.782749046,1.945768089,2.247040446,0.463216076,3.474867136,2.363701665,0.410712165,1.360441842,2.809263452,0.401451023,1.191529861,1.799919926,3.896474982,3.896474982,0.1,0.562588037,0.225035215,0.390467889,0.225035215,0.265013336,0.225035215,0.265013336,0.225035215,0.562588037,0.225035215,0.390467889,0.225035215,0.265013336,0.225035215,0.265013336,0.225035215,0.562588037,0.225035215,0.390467889,0.225035215,0.265013336,0.225035215,0.265013336,0.225035215,0.562588037,0.225035215,0.390467889,0.225035215,0.265013336,0.225035215,0.265013336,0.225035215,0.198254048,0.198254048,0.198254048,0.197918943,28.66514178
48,0.723433539,2.271767631,2.247732946,0.478562275,3.503770444,2.360571665,0.42722887,1.303020789,2.810250952,0.400606419,1.101951122,1.800118926,3.916474982,3.916474982,0.1,0.562650237,0.225060095,0.390389089,0.225060095,0.265042636,0.225060095,0.265042636,0.225060095,0.562650237,0.225060095,0.390389089,0.225060095,0.265042636,0.225060095,0.265042636,0.225060095,0.562650237,0.225060095,0.390389089,0.225060095,0.265042636,0.225060095,0.265042636,0.225060095,0.562650237,0.225060095,0.390389089,0.225060095,0.265042636,0.225060095,0.265042636,0.225060095,0.198255225,0.198255225,0.198255225,0.197920101,28.67615524
49,0.68411816,2.517724089,2.248425446,0.508595666,3.50951156,2.357441665,0.436092469,1.123811614,2.811238452,0.422816331,1.044528823,1.800317926,3.936474982,3.936474982,0.1,0.562712437,0.225084975,0.390310289,0.225084975,0.265071936,0.225084975,0.265071936,0.225084975,0.562712437,0.225084975,0.390310289,0.225084975,0.265071936,0.225084975,0.265071936,0.225084975,0.562712437,0.225084975,0.390310289,0.225084975,0.265071936,0.225084975,0.265071936,0.225084975,0.562712437,0.225084975,0.390310289,0.225084975,0.265071936,0.225084975,0.265071936,0.225084975,0.198256402,0.198256402,0.198256402,0.197921259,28.73725742
50,0.678444776,2.547289897,2.249117946,0.531255982,3.565922636,2.354311665,0.431383248,0.988896836,2.812225952,0.445761785,1.022047452,1.800516926,3.956474982,3.956474982,0.1,0.562774637,0.225109855,0.390231489,0.225109855,0.265101236,0.225109855,0.265101236,0.225109855,0.562774637,0.225109855,0.390231489,0.225109855,0.265101236,0.225109855,0.265101236,0.225109855,0.562774637,0.225109855,0.390231489,0.225109855,0.265101236,0.225109855,0.265101236,0.225109855,0.562774637,0.225109855,0.390231489,0.225109855,0.265101236,0.225109855,0.265101236,0.225109855,0.198257579,0.198257579,0.198257579,0.197922417,28.81179125
51,0.753488939,2.469028672,2.249810446,0.524491062,3.620314569,2.351181665,0.454391191,0.916779934,2.813213452,0.460814928,1.047171499,1.800715926,3.976474982,3.976474982,0.1,0.562836837,0.225134735,0.390152689,0.225134735,0.265130536,0.225134735,0.265130536,0.225134735,0.562836837,0.225134735,0.390152689,0.225134735,0.265130536,0.225134735,0.265130536,0.225134735,0.562836837,0.225134735,0.390152689,0.225134735,0.265130536,0.225134735,0.265130536,0.225134735,0.562836837,0.225134735,0.390152689,0.225134735,0.265130536,0.225134735,0.265130536,0.225134735,0.198258756,0.198258756,0.198258756,0.197923575,28.95744223
52,0.834690801,2.451149325,2.250502946,0.486620469,4.003390985,2.348051665,0.500705695,0.855582285,2.814200952,0.483184803,1.0813278,1.800914926,3.996474982,3.996474982,0.1,0.562899037,0.225159615,0.390073889,0.225159615,0.265159836,0.225159615,0.265159836,0.225159615,0.562899037,0.225159615,0.390073889,0.225159615,0.265159836,0.225159615,0.265159836,0.225159615,0.562899037,0.225159615,0.390073889,0.225159615,0.265159836,0.225159615,0.265159836,0.225159615,0.562899037,0.225159615,0.390073889,0.225159615,0.265159836,0.225159615,0.265159836,0.225159615,0.198259933,0.198259933,0.198259933,0.197924732,29.10876854
53,0.837508522,2.346758529,2.251195446,0.445694806,4.617770225,2.344921665,0.560054092,0.826646732,2.815188452,0.511955022,1.095016755,1.801113926,4.016474982,4.016474982,0.1,0.562961237,0.225184495,0.389995089,0.225184495,0.265189136,0.225184495,0.265189136,0.225184495,0.562961237,0.225184495,0.389995089,0.225184495,0.265189136,0.225184495,0.265189136,0.225184495,0.562961237,0.225184495,0.389995089,0.225184495,0.265189136,0.225184495,0.265189136,0.225184495,0.562961237,0.225184495,0.389995089,0.225184495,0.265189136,0.225184495,0.265189136,0.225184495,0.19826111,0.19826111,0.19826111,0.19792589,29.19808987
54,0.820715916,2.22535296,2.251887946,0.412399449,5.095712041,2.341791665,0.6060303,0.886982926,2.816175952,0.537687471,1.092270462,1.801312926,4.036474982,4.036474982,0.1,0.563023437,0.225209375,0.389916289,0.225209375,0.265218436,0.225209375,0.265218436,0.225209375,0.563023437,0.225209375,0.389916289,0.225209375,0.265218436,0.225209375,0.265218436,0.225209375,0.563023437,0.225209375,0.389916289,0.225209375,0.265218436,0.225209375,0.265218436,0.225209375,0.563023437,0.225209375,0.389916289,0.225209375,0.265218436,0.225209375,0.265218436,0.225209375,0.198262287,0.198262287,0.198262287,0.197927048,29.25902123
55,0.847483425,2.216504694,2.252580446,0.391348546,5.36676852,2.338661665,0.56382061,1.015097289,2.817163452,0.52442192,1.108308052,1.801511926,4.056474982,4.056474982,0.1,0.563085637,0.225234255,0.389837489,0.225234255,0.265247736,0.225234255,0.265247736,0.225234255,0.563085637,0.225234255,0.389837489,0.225234255,0.265247736,0.225234255,0.265247736,0.225234255,0.563085637,0.225234255,0.389837489,0.225234255,0.265247736,0.225234255,0.265247736,0.225234255,0.563085637,0.225234255,0.389837489,0.225234255,0.265247736,0.225234255,0.265247736,0.225234255,0.198263464,0.198263464,0.198263464,0.197928205,29.24857325
56,0.883364853,2.219103156,2.253272946,0.404397959,5.205095528,2.335531665,0.494510132,1.138670057,2.818150952,0.449740267,1.12881029,1.801710926,4.076474982,4.076474982,0.1,0.563147837,0.225259135,0.389758689,0.225259135,0.265277036,0.225259135,0.265277036,0.225259135,0.563147837,0.225259135,0.389758689,0.225259135,0.265277036,0.225259135,0.265277036,0.225259135,0.563147837,0.225259135,0.389758689,0.225259135,0.265277036,0.225259135,0.265277036,0.225259135,0.563147837,0.225259135,0.389758689,0.225259135,0.265277036,0.225259135,0.265277036,0.225259135,0.198264641,0.198264641,0.198264641,0.197929363,29.19282263
57,0.882479756,2.226654609,2.253965446,0.45475888,4.627402837,2.332401665,0.485028703,1.189066926,2.819138452,0.37774564,1.099667459,1.801909926,4.096474982,4.096474982,0.1,0.563210037,0.225284015,0.389679889,0.225284015,0.265306336,0.225284015,0.265306336,0.225284015,0.563210037,0.225284015,0.389679889,0.225284015,0.265306336,0.225284015,0.265306336,0.225284015,0.563210037,0.225284015,0.389679889,0.225284015,0.265306336,0.225284015,0.265306336,0.225284015,0.563210037,0.225284015,0.389679889,0.225284015,0.265306336,0.225284015,0.265306336,0.225284015,0.198265817,0.198265817,0.198265817,0.19793052,29.20013305
58,0.831123953,2.13300305,2.254657946,0.497623719,3.918180033,2.329271665,0.485474279,1.118936926,2.820125952,0.361338607,1.12493164,1.802108926,4.116474982,4.116474982,0.1,0.563272237,0.225308895,0.389601089,0.225308895,0.265335636,0.225308895,0.265335636,0.225308895,0.563272237,0.225308895,0.389601089,0.225308895,0.265335636,0.225308895,0.265335636,0.225308895,0.563272237,0.225308895,0.389601089,0.225308895,0.265335636,0.225308895,0.265335636,0.225308895,0.563272237,0.225308895,0.389601089,0.225308895,0.265335636,0.225308895,0.265335636,0.225308895,0.198266994,0.198266994,0.198266994,0.197931677,29.21499129
59,0.783095595,1.960011773,2.255350446,0.503455772,3.42945429,2.326141665,0.478485485,1.026079031,2.821113452,0.37655394,1.219712355,1.802307926,4.136474982,4.136474982,0.1,0.563334437,0.225333775,0.389522289,0.225333775,0.265364936,0.225333775,0.265364936,0.225333775,0.563334437,0.225333775,0.389522289,0.225333775,0.265364936,0.225333775,0.265364936,0.225333775,0.563334437,0.225333775,0.389522289,0.225333775,0.265364936,0.225333775,0.265364936,0.225333775,0.563334437,0.225333775,0.389522289,0.225333775,0.265364936,0.225333775,0.265364936,0.225333775,0.198268171,0.198268171,0.198268171,0.197932835,29.22033218
60,0.79268079,1.898582464,2.256042946,0.517297964,3.244079878,2.323011665,0.474718028,1.026467478,2.822100952,0.404384652,1.20173221,1.802506926,4.156474982,4.156474982,0.1,0.563396637,0.225358655,0.389443489,0.225358655,0.265394236,0.225358655,0.265394236,0.225358655,0.563396637,0.225358655,0.389443489,0.225358655,0.265394236,0.225358655,0.265394236,0.225358655,0.563396637,0.225358655,0.389443489,0.225358655,0.265394236,0.225358655,0.265394236,0.225358655,0.563396637,0.225358655,0.389443489,0.225358655,0.265394236,0.225358655,0.265394236,0.225358655,0.198269347,0.198269347,0.198269347,0.197933992,29.30713349
61,0.782731454,1.939786473,2.256735446,0.556317209,3.113814211,2.319881665,0.457414008,1.103934494,2.823088452,0.453052142,1.107373448,1.802705926,4.176474982,4.176474982,0.1,0.563458837,0.225383535,0.389364689,0.225383535,0.265423536,0.225383535,0.265423536,0.225383535,0.563458837,0.225383535,0.389364689,0.225383535,0.265423536,0.225383535,0.265423536,0.225383535,0.563458837,0.225383535,0.389364689,0.225383535,0.265423536,0.225383535,0.265423536,0.225383535,0.563458837,0.225383535,0.389364689,0.225383535,0.265423536,0.225383535,0.265423536,0.225383535,0.198270523,0.198270523,0.198270523,0.197935149,29.40687753
62,0.718228584,2.002684125,2.257427946,0.586718797,3.008564299,2.316751665,0.43680715,1.212348496,2.824075952,0.514710501,1.075014814,1.802904926,4.196474982,4.196474982,0.1,0.563521037,0.225408415,0.389285889,0.225408415,0.265452836,0.225408415,0.265452836,0.225408415,0.563521037,0.225408415,0.389285889,0.225408415,0.265452836,0.225408415,0.265452836,0.225408415,0.563521037,0.225408415,0.389285889,0.225408415,0.265452836,0.225408415,0.265452836,0.225408415,0.563521037,0.225408415,0.389285889,0.225408415,0.265452836,0.225408415,0.265452836,0.225408415,0.1982717,0.1982717,0.1982717,0.197936306,29.4531384
63,0.68560541,1.922322252,2.258120446,0.582094304,3.170809758,2.313621665,0.421301653,1.291711423,2.825063452,0.586917062,1.082829938,1.803103926,4.216474982,4.216474982,0.1,0.563583237,0.225433295,0.389207089,0.225433295,0.265482136,0.225433295,0.265482136,0.225433295,0.563583237,0.225433295,0.389207089,0.225433295,0.265482136,0.225433295,0.265482136,0.225433295,0.563583237,0.225433295,0.389207089,0.225433295,0.265482136,0.225433295,0.265482136,0.225433295,0.563583237,0.225433295,0.389207089,0.225433295,0.265482136,0.225433295,0.265482136,0.225433295,0.198272876,0.198272876,0.198272876,0.197937463,29.51190246
64,0.699211785,1.66390977,2.258812946,0.560397742,3.719456422,2.310491665,0.413338414,1.282662424,2.826050952,0.645777943,1.15083211,1.803302926,4.236474982,4.236474982,0.1,0.563645437,0.225458175,0.389128289,0.225458175,0.265511436,0.225458175,0.265511436,0.225458175,0.563645437,0.225458175,0.389128289,0.225458175,0.265511436,0.225458175,0.265511436,0.225458175,0.563645437,0.225458175,0.389128289,0.225458175,0.265511436,0.225458175,0.265511436,0.225458175,0.563645437,0.225458175,0.389128289,0.225458175,0.265511436,0.225458175,0.265511436,0.225458175,0.198274052,0.198274052,0.198274052,0.19793862,29.59402058
65,0.725345903,1.413423057,2.259505446,0.54861605,4.343564493,2.307361665,0.410508955,1.201126409,2.827038452,0.641253518,1.23804964,1.803501926,4.256474982,4.256474982,0.1,0.563707637,0.225483055,0.389049489,0.225483055,0.265540736,0.225483055,0.265540736,0.225483055,0.563707637,0.225483055,0.389049489,0.225483055,0.265540736,0.225483055,0.265540736,0.225483055,0.563707637,0.225483055,0.389049489,0.225483055,0.265540736,0.225483055,0.265540736,0.225483055,0.563707637,0.225483055,0.389049489,0.225483055,0.265540736,0.225483055,0.265540736,0.225483055,0.198275229,0.198275229,0.198275229,0.197939777,29.64032978
